name,born,gender_details,basic
Cap Anson,"['Born: 17-Apr-1852', 'Birthplace: Marshalltown, IA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Baseball']","['Wife: Virginia Fiegal (m. 21-Nov-1876, d. 1915, four daughters, three sons)', 'Daughter: Grace (b. 1877)', 'Son: Adrian Hulbert (b. 1882, d. 1882)', 'Daughter: Adele (b. 1884)', 'Son: Adrian, Jr. (b. 1887, d. 1887)', 'Daughter: Dorothy (b. 1889)', 'Son: John Henry (b. 1892, d. 1892)', 'Daughter: Virginia Jeanette (b. 1899)']"
Susan Anspach,"['Born: 23-Nov-1942', 'Birthplace: New York City']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Renald Anspach (factory worker)', 'Mother: Gertrude Kehoe', 'Brother: Robert Anspach', 'Boyfriend: Steve Curry (one daughter)', 'Daughter: Catherine Goddard (b. 1968, later adopted by Mark Goddard)', 'Boyfriend: Jack Nicholson (actor, one son)', 'Son: Caleb (b. 1970)', 'Husband: Mark Goddard (actor, m. 1974, div. 1977)', 'Husband: Sherwood Ball (musician, m. 1982, div. 1988)']"
David Anspaugh,"['Born: 24-Sep-1946', 'Birthplace: Decatur, IN']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Film Director']","['Wife: Roma Downey (actress, m. 24-Nov-1995, div. 15-Mar-1998, one daughter)', 'Daughter: Reilly Marie (b. 1996)']"
Harry Lee Anstead,"['Born: 4-Nov-1937', 'Birthplace: Jacksonville, FL']","['Gender: Male', 'Religion: Roman Catholic', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Judge', 'Party Affiliation: Democratic']","['Mother: Loretta', 'Wife: Sue (lawyer, three sons, two daughters)', 'Son: Chris', 'Son: Jim', 'Daughter: Laura', 'Daughter: Amy', 'Son: Michael']"
Decker Anstrom,"['Born: 2-Aug-1950', 'Birthplace: Conway, SC']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business', 'Party Affiliation: Democratic']",
Adam Ant,"['Born: 3-Nov-1954', 'Birthplace: London, England']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Musician']","['Father: (chauffeur, d.)', 'Mother: (housecleaner)', 'Sister: (half sister)', 'Wife: Carol Mills (m. 1975)', 'Wife: Lorraine (m. 1997, 1 daughter)', 'Daughter: Lily (b. 10-Apr-1998, by Lorraine)', 'Girlfriend: Vanity', 'Girlfriend: Jamie Lee Curtis (actress)', 'Girlfriend: Heather Graham (actress, dated in 1994)', 'Girlfriend: Amanda Donohoe (British actress)']"
Eddie Antar,"['Born: 18-Dec-1947', 'Birthplace: Brooklyn, NY']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business']","['Father: Sam M. Antar', 'Mother: Rose Tawil', 'Sister: Ellen Antar Kuzer', 'Brother: Mitchell', 'Brother: Allen', 'Wife: Deborah Rosen (m. 1969, div., 2 daughters)', 'Wife: Deborah Ehrlich (former mistress, 1 son)', 'Daughter: Danielle (b. Jan-1973, d. 1985, stomach cancer)', 'Daughter: Gabrielle (b. Jan-1973)', 'Son: Sam']"
George Antheil,"['Born: 8-Jul-1900', 'Birthplace: Trenton, NJ']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Composer']","['Brother: Peter (half brother)', 'Wife: Boski (until his death, one son)', 'Son: Peter Antheil', 'Son: Chris Beaumont (b. out of wedlock)']"
Anthony,['Born: 26-Apr-1961'],"['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Radio Personality']","['Brother: Joe Cumia', 'Sister: Dawn Cumia', 'Wife: Jennifer Cumia (m. 19-May-1990, div. 2002)']"
Barbara Cox Anthony,"['Born: 8-Dec-1922', 'Birthplace: Dayton, OH']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business']","['Father: James M. Cox (former Governor of Ohio, b. 1870, d. 1957)', 'Mother: Margaretta P. Blair (b. 1890, d. 1960)', 'Sister: Anne Cox Chambers (billionaire, b. 1-Dec-1919)', 'Brother: James M. Cox Jr. (elder half-brother, d. 1974)', 'Brother: John W. Cox (elder half-brother, d.)', 'Husband: (surname Glover, div.)', 'Husband: Stanley C. Kennedy, Jr. (airline executive, b. 1921, div., d. 2007, two children)', 'Son: James Cox Kennedy (Chairman & CEO of Cox Enterprises, b. 1947)', 'Daughter: Blair Parry-Okeden', 'Husband: Garner Anthony, Jr. (Chairman of Cox Enterprises, 1974-87)']"
Beryl Anthony,"['Born: 21-Feb-1938', 'Birthplace: El Dorado, AR']","['Gender: Male', 'Religion: Anglican/Episcopalian', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Politician', 'Party Affiliation: Democratic']","['Wife: Sheila F. Anthony (US Assistant Attorney General, sister of Vince Foster)']"
Carmelo Anthony,"['Born: 29-May-1984', 'Birthplace: Brooklyn, NY']","['Gender: Male', 'Race or Ethnicity: Black', 'Sexual orientation: Straight', 'Occupation: Basketball']","['Mother: Mary Anthony', 'Brother: Robert Anthony', 'Sister: Michelle Anthony (b. circa 1974, d. 21-Dec-2010)', 'Wife: La La Vasquez (MTV personality, b. 1979, m. 10-Jul-2010, one son)', 'Son: Kiyan Anthony (b. 7-Mar-2007)']"
Casey Anthony,"['Born: 19-Mar-1986', 'Birthplace: Warren, OH']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Criminal [1]']","['Father: George Anthony', 'Mother: Cynthia Marie McCall (""Cindy Anthony"", b. 5-Jun-1958)', ""Slept with: (apparent one-night stand, no name on Caylee's birth certificate, one daughter)"", 'Daughter: Caylee Marie Anthony (b. 9-Aug-2005, d. circa 16-Jun-2008)', 'Boyfriend: Jesse Grund (broken engagement)']"
Earl Anthony,"['Born: 27-Apr-1938', 'Birthplace: Cornelius, OR']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Bowling']","['Sister: Beverly Laramie', 'Sister: Sharon Hoskinson', 'Wife: Marylou Devish (div. 1978, two daughters, one son)', 'Daughter: Jeri Voyles', 'Son: Mike Anthony', 'Daughter: Tracy Nelson', 'Wife: Susie Shelley (m. 1980)']"
Katharine Anthony,"['Born: 27-Nov-1877', 'Birthplace: Roseville, AR']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Lesbian', 'Occupation: Author']",
Lysette Anthony,"['Born: 26-Sep-1963', 'Birthplace: London, England']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Michael Anthony (actor, b. 26-Sep-1911, d. 14-Feb-1998)', 'Mother: Bernadette Milnes (actress)', 'Husband: Luc Leestemaker (m. 1991, div. 1995)', 'Husband: David Price (m. 10-Apr-1999, div. 26-Mar-2003)', 'Husband: Simon Boswell']"
Marc Anthony,"['Born: 16-Sep-1969', 'Birthplace: New York City']","['Gender: Male', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Straight', 'Occupation: Singer']","['Father: Felipe Muñiz (musician)', 'Mother: Guillermina Muñiz', 'Sister: Yolanda Muñiz', 'Girlfriend: Debbie Rosado (ex-, NYPD, separated 1995)', 'Daughter: Ariana (b. 1994, with Rosado)', 'Wife: Dayanara Torres (ex-Miss Universe, m. 9-May-2000, div. 1-Jun-2004, two sons)', 'Son: Christian Anthony Muñiz (b. 6-Feb-2001)', 'Son: Ryan Anthony Muñiz (b. 16-Aug-2003)', 'Wife: Jennifer Lopez (singer, m. 5-Jun-2004, sep. Jul-2011, div. 2014, one daughter, one son)', 'Daughter: Emme Maribel (twin, b. 22-Feb-2008)', 'Son: Maximilian David (twin, b. 22-Feb-2008)']"
Michael Anthony,"['Born: 20-Jun-1954', 'Birthplace: Chicago, IL']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Bassist']","['Father: Walter Sobolewski', 'Sister: Nancy', 'Brother: Steve', 'Brother: Robert', 'Brother: Dennis', ""Wife: Sue (who proposed to him in a McDonald's drive-thru, m. 1981)"", 'Daughter: Elisha', 'Daughter: Taylor']"
Michael Anthony,"['Born: 10-Feb-1932', 'Birthplace: Mayaro, Trinidad and Tobago']","['Gender: Male', 'Race or Ethnicity: Black', 'Sexual orientation: Straight', 'Occupation: Novelist']","['Father: Nathaniel Anthony', 'Mother: Eva Jones Lazarus', 'Wife: Yvette Francesca Phillip (m. 2-Mar-1958, two sons, two daughters)', 'Son: Carlos (b. 1960)', 'Daughter: Jennifer (b. 1957)', 'Son: Keith', 'Daughter: Sandra']"
Piers Anthony,"['Born: 6-Aug-1934', 'Birthplace: Oxford, England']","['Gender: Male', 'Religion: Agnostic', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Novelist']","['Wife: Carol Ann Marble (m. 1956)', 'Daughter: Penny', 'Daughter: Cheryl']"
Ray Anthony,"['Born: 20-Jan-1922', 'Birthplace: Bentleyville, PA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Musician, Business']","['Mother: Mary', 'Brother: Leroy Anthony (""Leo"")', 'Sister: Jeanette', 'Brother: William', 'Wife: Mamie Van Doren (B Movie Queen, m. 29-Aug-1955, div. 1961)', 'Son: Perry Ray Anthony (b. 18-Mar-1956)', 'Wife: Dee Keating']"
Susan B. Anthony,"['Born: 15-Feb-1820', 'Birthplace: Adams, MA']","['Gender: Female', 'Religion: Quaker', 'Race or Ethnicity: White', 'Occupation: Activist']","['Father: Daniel Anthony', 'Mother: Lucy Read Anthony', 'Sister: Guelma', 'Sister: Hannah', 'Sister: Mary']"
David Antin,"['Born: 1-Feb-1932', 'Birthplace: Brooklyn, NY']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Artist, Poet']","['Father: Max Antin (d. 1934)', 'Mother: Mollie Kitzes', 'Wife: Eleanor Antin (artist, m. 1961, one son, until his death)', 'Son: Blaise']"
Mary Antin,"['Born: 1881', 'Birthplace: Polotsk, Russia']","['Gender: Female', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Author']",
Robin Antin,"['Born: 6-Jul-1961', 'Birthplace: Los Angeles County, CA']","['Gender: Female', 'Race or Ethnicity: White', 'Occupation: Dancer']","['Brother: Steve Antin (actor, b. 19-Apr-1958)', 'Brother: Neil Antin', 'Brother: Jonathan Antin (hairstylist, b. 16-Aug-1967)']"
Steve Antin,"['Born: 19-Apr-1958', 'Birthplace: Portland, OR']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Gay [1]', 'Occupation: Actor']",
Herod Antipas,"['Born: 20 BC', 'Died: 39 AD']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Royalty']","['Father: Herod the Great', 'Mother: Malthace', 'Brother: Archelaus', 'Wife: Herodias']"
Arthur F. Anton,['Born: c. 1957'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Susan Anton,"['Born: 12-Oct-1950', 'Birthplace: Oak Glen, CA']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Singer, Actor']",
Laura Antonelli,"['Born: 28-Nov-1941', 'Birthplace: Pula, Croatia']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Brother: Claudio', 'Husband: Enrico Piacentini (div.)', 'Boyfriend: Jean-Paul Belmondo (together 1960s)']"
Ion Antonescu,"['Born: 15-Jun-1882', 'Birthplace: Pitesti, Romania']","['Gender: Male', 'Religion: Christian', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Head of State']","['Father: (military officer)', 'Mother: Lita Baranga', 'Mother: Frieda Cuperman (stepmother)', 'Wife: Rasela Mendel (Jewish, m. 1924, div. 1926, one child)', 'Wife: Maria Niculescu (""Rita"", m. 1928)']"
Marion H. Antonini,['Born: c. 1933'],"['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Business']",
Michelangelo Antonioni,"['Born: 29-Sep-1912', 'Birthplace: Ferrara, Italy']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Film Director']","['Father: Carlo Antonioni', 'Mother: Elisabetta', 'Wife: Letizia Balboni (m. 1942)', 'Wife: Enrica Fico (m. 1986)']"
Michael Antonovich,"['Born: 12-Aug-1939', 'Birthplace: Los Angeles, CA']","['Gender: Male', 'Religion: Lutheran', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Politician', 'Party Affiliation: Republican']","['Wife: Christine Hu (m. 1998)', 'Son: Michael Antonovich, Jr. (b. 1999)', 'Daughter: Mary Christine (b. 2000)']"
Mark Antony,"['Born: c. 83 BC', 'Birthplace: Rome, Italy']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Military, Head of State']","['Father: Marcus Antonius Creticus', 'Mother: Julia Antonia', 'Brother: Lucius', 'Brother: Gaius', 'Wife: Fadia', 'Wife: Antonia Hybrida', 'Wife: Fulvia', 'Wife: Octavia', 'Wife: Cleopatra', 'Son: Marcus Antonius Antyllus (by Fulvia)', 'Son: Iullus Antonius (by Fulvia)', 'Daughter: Antonia Major', 'Daughter: Antonia Minor', 'Son: Alexander Helios (by Cleopatra)', 'Daughter: Cleopatra Selene (by Cleopatra)', 'Son: Ptolemy Philadelphus (by Cleopatra)']"
Harry Antrim,"['Born: 27-Aug-1884', 'Birthplace: Chicago, IL']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Actor']",
Gabrielle Anwar,"['Born: 4-Feb-1970', 'Birthplace: Laleham, Middlesex, England']","['Gender: Female', 'Race or Ethnicity: Multiracial', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Tariq Anwar (b. 21-Sep-1945)', 'Mother: Shirley Hills', 'Boyfriend: Craig Sheffer (actor, together late 1980s-1990s)', 'Boyfriend: Reyn Hubbard (together 1990s, possible father of Willow)', 'Daughter: Willow (biological paternity not publicly known, b. 1993)', 'Husband: John Verea (div., one son, one daughter)', 'Son: Hugo (b. circa 2001)', 'Daughter: Paisley (b. circa 2004)', 'Boyfriend: Shareef Malnik (restaurateur, together since 2010)']"
Devon Aoki,"['Born: 10-Aug-1982', 'Birthplace: New York City']","['Gender: Female', 'Race or Ethnicity: Multiracial', 'Occupation: Model, Actor']","['Father: Rocky Aoki (owner of Benihana chain)', 'Mother: Pamela Hilburger (jewelry designer)', 'Brother: Steve Aoki (DJ, ""Kid Millionaire"", owner, Dim Mak records)', 'Boyfriend: James Bailey (engaged, one son)', 'Son: (b. Jun-2011)']"
Rocky Aoki,"['Born: 9-Oct-1938', 'Birthplace: Tokyo, Japan']","['Gender: Male', 'Race or Ethnicity: Asian', 'Sexual orientation: Straight', 'Occupation: Business']","['Father: Yunosuke Aoki', 'Mother: Katsu Aoki', 'Brother: (three brothers)', 'Wife: Chizuru Kobayashi (b. 1964, div. 1981)', 'Daughter: Kana Aoki Nootenboom (""Grace"")', 'Son: Kevin Y. Aoki (b. 1968)', 'Son: Steve Aoki', 'Wife: Pamela Hilburger (m. 1981, div. 1991)', 'Son: Kyle Aoki (b. 1976)', 'Daughter: Echo Aoki', 'Daughter: Devon Aoki', 'Wife: Keiko Ono (m. Jul-2002)']"
Teruaki Aoki,['Born: c. 1941'],"['Gender: Male', 'Race or Ethnicity: Asian', 'Sexual orientation: Straight', 'Occupation: Business']","['Brother: Yoshio', 'Wife: Reiko (concert pianist, one son, one daughter)', 'Son: Jun', 'Daughter: Yuko']"
Yoshiro Aoki,['Born: c. 1936'],"['Gender: Male', 'Race or Ethnicity: Asian', 'Occupation: Business']",
Luis Aparicio,"['Born: 29-Apr-1934', 'Birthplace: Maracaibo, Venezuela']","['Gender: Male', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Straight', 'Occupation: Baseball']","['Father: Luis Aparicio Ortega (baseball player)', 'Wife: Sonia Llorente (m. 1-Oct-1956)']"
Judd Apatow,"['Born: 6-Dec-1967', 'Birthplace: Queens, NY']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Film Director, Film/TV Producer', 'Party Affiliation: Democratic']","['Brother: Robert', 'Sister: Mia', 'Wife: Leslie Mann (actress, m. 9-Jun-1997, two daughters)', 'Daughter: Maude', 'Daughter: Iris']"
William Apess,"['Born: 31-Jan-1798', 'Birthplace: Colrain, MA']","['Gender: Male', 'Religion: Methodist', 'Race or Ethnicity: American Aborigine', 'Sexual orientation: Straight', 'Occupation: Author']","['Father: William A. Apes (half Metacom, half white)', 'Mother: (Pequot, though possibly Candace Apess, a slave)', 'Wife: Mary Wood (m. 1821)']"
Virginia Apgar,"['Born: 7-Jun-1909', 'Birthplace: Westfield, NJ']","['Gender: Female', 'Race or Ethnicity: White', 'Occupation: Doctor']","['Father: Charles E. Apgar (insurance executive)', 'Mother: Helen May Clarke']"
Jerry Apodaca,"['Born: 3-Oct-1934', 'Birthplace: Las Cruces, NM']","['Gender: Male', 'Religion: Roman Catholic', 'Race or Ethnicity: Hispanic', 'Sexual orientation: Straight', 'Occupation: Politician', 'Party Affiliation: Democratic']","['Wife: Clara R. Apodaca (five children)', 'Son: Jerry Apodaca, Jr.', 'Son: Jeff Apodaca', 'Daughter: Cindy Apodaca']"
Guillaume Apollinaire,"['Born: 26-Aug-1880', 'Birthplace: Rome, Italy?']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Poet']","['Mother: Angelica Kostrowitzky (""Olga"")', 'Brother: Eugenio Alberto Giovanni (half brother, b. 18-Jun-1882)', 'Girlfriend: Marie Laurencin (1907-12)', 'Engagement: Madeleine Pagès', 'Wife: Amélia Louise Emma Kolb (""Jacqueline"" or ""Ruby"", m. 2-May-1918)']"
Apollonia,"['Born: 2-Aug-1959', 'Birthplace: Santa Monica, CA']","['Gender: Female', 'Race or Ethnicity: Multiracial', 'Sexual orientation: Straight', 'Occupation: Singer']",
Leo Apotheker,"['Born: 18-Sep-1953', 'Birthplace: Aachen, Germany']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Business']","['Wife: (m., two children)']"
Brent R. Appel,"['Born: c. 1951', 'Birthplace: Dubuque, IA']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Judge']","['Wife: Staci (four sons, one daughter)']"
Aharon Appelfeld,"['Born: 16-Feb-1932', 'Birthplace: Cernauti, Romania']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Novelist']","['Mother: (d. killed in Nazi concentration camp)', 'Wife: Judith (until his death, one daughter, two sons)', 'Daughter: Batya', 'Son: Meir', 'Son: Yitzak']"
Kofi Appenteng,"['Born: 14-Jun-1957', 'Birthplace: Accra, Ghana']","['Gender: Male', 'Race or Ethnicity: Black', 'Occupation: Attorney']",
Nicolas Appert,"['Born: 17-Nov-1749', 'Birthplace: Chalons-sur-Marne, France']","['Gender: Male', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Inventor, Chef']","['Wife: Elisabeth Benoist (m. 1785, five children)']"
Kwame Anthony Appiah,"['Born: 8-May-1954', 'Birthplace: London, England']","['Gender: Male', 'Race or Ethnicity: Multiracial', 'Sexual orientation: Gay [1]', 'Occupation: Philosopher']","['Father: Joseph Appiah (barriest, b. in Ghana)', 'Mother: Peggy Cripps (dau. of Sir Stafford Cripps)']"
Carmine Appice,"['Born: 15-Dec-1946', 'Birthplace: Staten Island, NY [1]']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Drummer']",
Vinny Appice,"['Born: 13-Sep-1959', 'Birthplace: Brooklyn, NY']","['Gender: Male', 'Race or Ethnicity: White', 'Occupation: Drummer']",['Brother: Carmine Appice (musician)']
Fiona Apple,"['Born: 13-Sep-1977', 'Birthplace: New York City']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Musician']","['Father: Brandon Maggart (actor)', 'Mother: Diane McAfee (singer/dancer)', 'Sister: Amber (singer, aka Maude Maggart)', 'Brother: Garret Maggart (half brother)', 'Boyfriend: Paul Thomas Anderson (dating 2001)']"
Max Apple,"['Born: 22-Oct-1941', 'Birthplace: Grand Rapids, MI']","['Gender: Male', 'Religion: Jewish', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Author']","[""Wife: Debbie Apple (realtor, d. late 1980's multiple sclerosis)""]"
Shiri Appleby,"['Born: 7-Dec-1978', 'Birthplace: Los Angeles, CA']","['Gender: Female', 'Race or Ethnicity: White', 'Sexual orientation: Straight', 'Occupation: Actor']","['Father: Jerry Appleby', 'Mother: Dina Appleby', 'Brother: Evan Appleby']"
